28,1571,1
28,509,2
28,928,3
28,1618,4
28,439,1
28,1096,4
28,2256,1
28,209,4
28,1421,1
28,770,5
28,1328,2
28,236,1
29,1789,1
29,760,2
29,1439,2
29,2191,5
29,526,3
29,15,4
29,2309,5
29,1583,4
29,1561,1
29,1733,1
29,1876,2
29,888,2
29,2251,1
29,992,3
29,1993,4
29,642,3
29,1787,1
29,510,2
29,882,1
30,1977,2
30,2167,3
30,2147,4
30,2189,4
30,1162,2
30,1904,3
31,1706,4
31,334,1
31,878,5
31,1828,4
32,502,5
32,1745,3
32,1389,4
32,703,4
32,977,5
32,2044,4
32,2021,4
32,905,3
32,90,5
32,1817,3
32,1316,3
32,2155,4
32,2337,2
32,2164,4
32,1014,1
32,1885,3
32,1086,3
32,76,4
32,1693,4
32,2190,2
32,1138,1
32,33,4
32,1698,2
32,667,1
32,25,4
32,448,2
32,1815,3
32,2348,4
32,1323,4
32,1116,1
32,1908,1
32,1248,4
32,1112,1
32,1716,4
32,848,1
32,578,3
32,529,3
32,2329,4
32,1435,3
32,664,2
32,1042,1
32,1988,2
32,918,5
32,1595,5
32,427,4
32,1989,4
32,1240,3
32,366,2
32,964,4
33,1767,3
33,1603,5
33,150,4
34,2055,2
34,611,2
34,1367,3
34,2356,3
34,474,4
34,1144,1
34,2172,1
34,1150,2
34,2311,2
34,1206,2
34,595,5
34,1705,4
34,1032,5
34,2275,4
34,798,1
34,1100,1
34,608,2
34,233,4
34,879,4
34,1256,4
34,300,2
34,1957,2
34,1232,5
34,1490,5
34,881,4
34,769,1
35,28,2
35,44,3
35,8,4
35,1396,4
35,54,1
35,41,1
35,932,3
35,986,4
35,1035,1
35,1996,5
35,1383,5
35,768,1
36,2272,3
36,885,2
36,428,3
36,62,4
36,432,5
36,92,5
36,2349,2
36,475,4
36,69,3
36,167,1
36,121,5
36,1607,1
36,1246,5
36,1465,1
36,995,1
36,468,3
36,1834,5
36,360,2
36,2298,5
36,1642,1
36,2354,1
36,560,3
36,1442,1
36,1117,3
36,1378,4
36,1677,2
36,863,3
36,631,4
36,1721,2
36,1163,3
36,1397,3
37,2179,2
37,2032,5
37,388,2
37,16,2
37,685,5
37,110,5
37,851,1
37,64,3
37,251,5
37,347,4
37,775,3
37,2116,1
37,1890,1
37,244,2
37,664,3
37,1782,1
38,1914,2
38,2334,4
38,1098,3
38,242,3
38,1777,2
38,227,4
38,798,1
38,2119,2
38,774,2
38,137,4
38,755,4
38,1080,1
38,1624,2
38,2318,1
38,1174,2
38,252,4
38,2351,3
38,1838,1
38,762,3
38,2221,2
38,1295,5
38,1360,4
38,1163,5
38,840,4
38,1635,4
38,50,2
38,2304,5
38,2227,5
38,2149,3
38,1882,5
38,1083,4
38,204,4
38,303,5
38,1189,3
38,1634,2
38,1405,1
38,1340,4
38,1231,1
38,1267,2
38,1602,1
38,1086,3
38,1206,4
38,644,4
38,2276,5
39,1287,1
39,1053,5
39,46,4
39,2346,1
39,1555,4
39,742,3
39,16,5
39,12,3
39,1922,4
39,1879,2
39,1271,2
39,2266,5
39,53,4
39,1664,2
39,1741,2
40,1392,4
40,1419,5
40,1014,5
40,1931,2
40,522,5
40,794,5
40,659,3
40,1120,3
40,1167,3
40,2022,2
40,94,2
40,1286,1
40,688,5
40,145,1
40,2100,3
40,1311,2
40,222,5
41,986,5
41,2003,4
41,865,3
41,464,1
41,753,5
41,1837,2
41,489,3
41,1997,5
41,367,5
41,638,4
41,674,5
41,60,5
42,729,5
42,1933,2
42,2137,4
42,959,1
42,1720,5
42,1228,1
42,47,5
42,2147,4
42,698,3
43,1522,1
43,489,2
43,1484,3
43,898,1
43,723,5
43,1340,4
43,2262,2
43,914,3
43,1642,2
43,1058,4
43,1354,3
43,1587,4
43,601,1
43,1853,3
43,37,2
43,1586,3
43,1399,3
43,317,4
43,262,2
43,589,4
43,1088,3
43,1012,2
43,807,1
43,75,2
43,1856,2
43,1051,4
43,2145,3
43,1107,2
43,1511,3
43,1787,5
43,1302,3
43,2069,5
43,1241,5
43,1834,5
43,4,5
43,911,3
43,2153,3
43,1684,4
43,300,5
43,1399,4
44,1830,2
44,1702,3
44,2016,1
44,1905,3
44,1669,2
44,2287,1
44,1262,5
44,2257,5
44,1257,1
44,639,2
44,1471,2
44,687,1
45,1011,4
45,747,5
45,1161,1
45,1714,3
45,1241,2
45,2160,1
45,207,1
45,711,2
45,872,1
45,1770,5
45,19,2
45,1368,4
45,1838,4
45,883,3
45,1889,4
45,2292,1
45,1176,3
45,890,5
45,1174,1
45,2221,2
45,1152,2
45,810,4
45,568,1
45,1298,4
45,245,4
45,545,5
45,824,3
45,2208,2
45,1772,1
45,1991,3
45,2150,4
46,1189,1
46,1839,5
46,2049,2
46,262,4
46,1567,1
46,600,3
46,2189,3
46,1886,2
46,877,3
47,531,1
47,2131,4
47,976,4
47,2305,2
47,1905,4
47,1563,1
47,2348,2
47,1312,1
47,912,3
47,1054,4
47,2193,2
47,1652,5
47,1002,1
47,2131,4
47,2074,5
47,580,4
47,853,2
47,243,2
47,514,1
47,1468,1
47,1713,5
47,1240,1
47,1841,4
47,1068,3
47,516,1
47,1291,4
47,1886,2
47,2162,2
47,373,3
47,504,5
47,2254,1
47,267,3
48,1425,5
48,243,4
48,1446,3
48,735,1
48,2005,4
48,1615,3
48,1597,2
48,74,5
48,1282,3
48,1944,2
48,477,2
48,1967,1
48,114,5
48,1419,2
48,576,3
48,2206,4
48,783,3
48,1104,4
48,2205,4
48,2161,3
48,1114,5
48,1109,4
48,2172,4
48,1215,5
48,1476,3
48,2151,1
48,1429,4
48,477,2
48,1691,2
48,680,2
48,1554,4
48,659,1
48,1533,5
48,558,5
48,2095,5
49,1930,2
49,1052,2
49,604,2
49,752,4
49,1582,4
49,1041,3
49,1424,4
49,1697,4
49,680,1
49,370,3
49,2336,5
49,987,3
49,1502,1
49,1475,4
49,990,3
49,1278,3
49,1261,2
49,62,4
49,60,3
49,928,3
49,401,2
49,993,5
49,1371,2
49,1052,1
49,1207,4
49,2128,1
49,1624,5
50,2041,5
50,1701,2
50,174,5
50,342,5
50,28,5
50,1666,2
50,1154,3
50,1512,4
50,1574,4
50,18,5
50,1290,5
50,1020,5
50,644,5
50,1562,4
50,735,1
50,2013,3
50,997,3
50,1062,4
50,489,3
50,2336,3
50,2253,3
50,1868,2
50,1763,4
50,1134,2
50,2069,4
50,1808,3
50,1405,1
51,1500,2
51,1266,4
51,1433,3
51,1397,2
51,1058,5
51,2085,3
51,1931,5
51,2154,2
51,1728,1
52,1507,5
52,1976,5
52,2342,2
52,860,4
52,80,3
52,513,5
52,1221,5
52,1870,4
52,748,2
52,2040,3
52,2061,5
52,1786,3
52,1793,5
52,963,2
52,1557,2
52,1071,1
52,2239,1
52,1878,5
52,2022,3
52,961,5
52,430,3
52,1818,5
52,2239,2
52,1820,3
52,1945,1
52,1690,2
52,483,2
52,1384,3
52,1469,3
52,1016,3
52,2218,3
52,1174,2
52,899,4
52,649,2
52,917,3
52,1493,5
52,1322,4
52,136,3
52,540,2
52,1685,5
52,1581,1
52,1120,3
53,2125,1
53,327,5
53,461,3
53,1662,4
53,927,2
53,2256,5
53,1646,3
53,815,4
53,1539,4
53,2247,5
53,2047,1
53,1531,1
53,179,1
53,1207,5
53,493,4
53,1452,1
53,1610,3
53,1270,2
53,1877,1
53,1040,1
53,1560,5
53,145,1
53,596,2
53,2133,5
53,1065,5
53,1302,3
53,233,1
53,2011,2
53,2208,5
54,2014,5
54,371,5
54,2039,2
55,467,5
55,1136,1
55,1543,5
55,2064,4
55,1486,2
55,733,3
55,1851,4
55,265,4
55,571,3
55,1477,4
55,422,4
55,696,3
55,2204,3
55,1781,5
55,335,5
55,1543,3
55,13,4
55,1935,5
55,160,5
55,1487,5
55,970,1
55,1755,5
55,2245,3
55,2004,2
55,1241,1
55,1963,5
55,291,1
55,2074,2
56,1754,3
56,929,4
56,1641,5
56,622,2
56,2004,4
56,2205,2
56,600,1
56,1105,1
56,1433,3
56,440,1
56,1846,5
56,1031,5
56,1036,3
56,219,4
56,1273,4
56,2215,1
56,1392,5
56,1171,2
56,1545,4
56,743,3
56,1440,3
56,1400,3
56,1018,5
56,1083,3
56,777,4
56,376,4
56,467,3
56,681,5
56,1003,5
56,1364,4
56,1742,4
56,50,2
56,2301,2
56,2007,3
56,780,4
56,1726,1
56,983,5
56,348,2
56,858,2
56,81,5
56,1445,2
56,1814,2
56,1962,4
56,198,1
56,204,5
56,678,1
56,1021,5
56,225,1
57,690,3
57,1900,3
57,1659,4
57,2323,2
57,2238,3
57,1426,3
57,1083,1
57,2147,3
57,329,4
57,958,5
57,553,5
57,2053,5
57,246,1
57,1306,4
57,145,1
57,676,2
57,1840,1
57,2123,5
57,508,2
57,1698,2
57,796,4
57,1322,2
57,1859,1
57,1114,5
57,2252,5
57,62,3
57,2100,5
57,1142,4
57,314,1
57,1857,4
57,804,1
57,985,2
57,209,3
58,322,1
58,1000,1
58,1718,1
58,1929,4
58,1253,2
58,939,5
58,2282,4
58,8,3
58,2218,5
58,1581,3
58,1597,3
58,1197,2
58,1330,1
58,189,4
58,661,1
58,471,5
58,2347,5
58,1810,5
58,181,5
58,1076,3
58,1004,2
58,2301,5
58,303,2
58,1265,1
58,2144,1
58,266,3
58,1460,5
58,1469,2
58,781,1
58,979,1
59,781,5
59,1997,5
59,430,4
59,666,5
59,1295,2
59,1852,4
59,1209,2
59,1907,2
59,243,1
59,2253,3
59,579,5
59,1913,2
59,2328,5
59,1438,4
59,1826,5
59,936,5
59,984,2
59,1632,5
59,833,3
59,1503,5
59,29,2
59,773,2
59,1562,3
59,871,4
59,2246,2
59,700,1
59,72,1
59,554,5
59,1371,2
59,2036,1
59,142,4
59,1863,5
59,1776,2
59,1452,3
59,1414,2
59,2257,3
59,1856,5
59,1862,5
59,1860,4
59,1615,1
59,468,4
59,2310,5
59,920,1
59,1734,3
59,2215,1
59,1490,2
59,76,3
59,144,4
59,399,4
60,1727,3
60,1624,3
60,587,2
60,764,5
60,2334,2
60,574,4
60,1052,2
60,1661,3
60,1608,1
60,776,1
60,2000,2
60,1817,3
62,437,5
62,993,1
62,1008,1
62,2253,5
62,833,5
62,887,1
62,660,1
62,1077,2
62,708,1
62,2085,1
62,925,1
62,241,4
63,1579,2
63,1040,5
63,235,4
63,708,3
63,951,1
63,1092,4
63,1979,4
63,2043,3
63,2308,2
63,2207,5
63,1249,2
63,352,2
63,2187,2
63,1745,5
63,954,5
63,1681,3
63,1775,4
63,1237,1
63,268,2
63,82,3
63,307,3
63,1966,5
63,232,5
63,1103,1
63,774,3
63,1567,1
63,342,5
63,1067,2
63,1781,5
63,452,1
63,546,1
63,275,4
63,2341,1
63,1239,5
63,1586,4
63,1610,4
63,1472,4
63,2352,2
63,3,1
63,577,3
63,802,3
63,2218,1
64,1419,3
64,649,4
64,1996,4
64,1724,3
64,2150,1
64,828,5
64,111,5
64,367,2
64,195,2
64,925,1
64,1407,4
64,1285,5
64,1513,5
64,1314,2
64,335,1
64,492,5
64,519,4
64,640,4
64,678,2
64,2009,4
64,2280,1
64,221,1
64,2195,2
64,1964,5
64,533,5
64,1678,2
65,984,3
65,946,2
65,973,4
65,1612,2
65,1790,4
65,1442,5
65,1527,4
65,302,1
65,1840,4
65,271,3
65,1198,1
65,207,3
65,1679,1
66,1648,5
66,91,4
66,1260,1
66,2262,4
66,1584,1
66,405,4
66,1257,4
66,2233,4
66,324,3
66,795,4
66,1678,5
66,773,4
66,1941,4
66,389,4
66,2063,4
66,1182,4
66,2030,3
66,581,3
66,1077,1
66,32,4
66,1360,4
66,1354,5
66,594,5
66,1516,3
66,1901,5
66,254,1
66,1543,2
66,1310,1
66,1810,2
66,1815,2
66,2179,3
66,1949,3
66,2312,2
66,2122,2
66,375,3
66,849,4
66,823,2
66,1337,2
66,1128,1
66,1666,2
66,468,5
66,1780,5
66,1621,5
66,1303,3
66,1944,4
67,919,2
67,956,2
67,1660,1
67,2116,3
67,326,2
67,48,5
67,1571,3
67,762,3
67,872,3
67,1657,5
67,1872,5
67,890,3
67,1297,3
67,183,3
67,1663,2
67,1152,3
67,292,1
67,1150,2
67,1732,4
67,1249,4
67,1588,1
67,342,5
67,412,5
67,287,1
67,1304,3
67,2323,2
67,15,2
67,859,5
67,2340,5
67,170,4
67,85,5
67,324,5
67,1380,4
67,1968,1
67,1673,4
67,593,5
67,1011,1
67,1436,4
67,1022,1
67,513,3
68,1476,5
68,1964,1
68,2164,1
68,1129,2
68,1309,5
68,605,2
69,84,1
69,817,4
69,1618,1
69,1413,2
69,1751,1
69,1417,3
69,81,2
69,1357,4
69,884,5
69,759,1
69,1580,5
69,992,3
69,449,3
70,444,1
70,1670,2
70,713,2
70,2332,1
70,597,4
70,1132,5
71,2314,5
72,1140,3
72,1937,3
72,232,5
72,2354,1
72,1951,3
72,2084,3
72,1933,4
72,113,1
72,517,2
72,2032,3
72,754,1
72,1620,3
72,1096,3
72,914,2
72,1208,5
72,512,2
72,1230,5
72,543,3
72,1290,1
72,2340,3
72,52,4
72,924,4
72,1041,2
72,383,3
72,1167,2
72,1059,4
72,1951,4
72,1444,1
72,1147,4
72,718,5
72,1966,2
72,1626,3
72,7,4
72,1752,2
72,692,4
72,1187,2
72,41,4
72,2164,5
72,2096,1
72,1638,2
72,1641,2
72,1127,4
72,54,3
72,1472,5
72,1580,1
72,336,3
72,1341,3
73,1607,4
73,363,1
73,747,3
73,1726,4
73,1245,1
73,307,4
73,970,4
73,1885,1
73,1480,3
73,2200,1
73,1488,3
73,436,5
73,1764,5
73,562,3
73,415,5
73,2317,2
73,687,3
73,2202,2
73,2250,3
73,448,5
73,1996,4
73,159,1
73,1829,3
73,1828,4
73,2072,5
73,2023,3
73,1825,2
73,97,3
73,2324,1
74,1367,2
74,1943,1
74,1168,5
74,907,3
74,837,3
74,336,2
74,1886,2
74,609,4
74,1663,4
74,2210,1
74,891,1
74,303,3
74,743,2
74,2007,5
75,1899,4
75,2166,2
75,2089,4
75,1299,2
75,1224,1
75,2341,4
75,989,1
75,233,2
75,354,1
75,2140,3
75,2188,2
75,1454,4
75,1269,1
75,1404,1
75,267,1
75,1893,4
75,1290,3
75,12,5
75,1476,3
75,174,1
75,1551,5
75,1471,5
75,1090,4
75,1353,4
75,517,2
75,1010,3
75,2235,2
75,2327,4
75,1207,5
75,366,5
76,1278,5
76,486,4
76,403,4
76,1787,3
76,1091,1
76,1293,2
76,1990,3
76,1882,2
76,106,3
76,724,3
76,935,4
76,206,5
76,1321,4
76,2075,4
76,353,4
76,420,1
76,1660,4
76,1953,1
77,184,5
77,1178,1
77,1,5
77,2181,1
77,189,4
77,1837,3
77,1096,1
77,1016,2
77,1667,4
77,450,4
77,22,1
77,287,5
77,117,1
77,1430,2
77,1484,5
77,1081,5
77,410,3
77,1719,3
77,526,5
77,286,2
77,1035,5
77,178,2
77,194,3
77,1193,2
77,603,2
77,172,3
77,427,5
77,2262,4
77,850,3
77,1325,5
77,1458,5
77,52,1
77,2051,1
77,803,3
77,370,5
77,874,4
77,1864,3
78,971,4
78,1196,1
78,1059,4
78,920,3
78,616,3
78,1731,4
78,76,2
78,122,5
78,492,3
78,352,5
78,1140,4
78,2171,5
78,1319,2
78,1333,1
78,1953,5
78,800,2
78,2219,2
78,914,3
78,2142,4
78,1470,5
78,2026,3
78,521,5
78,1669,1
78,1183,2
79,1762,5
79,2301,4
79,1658,5
79,597,4
79,1761,3
79,564,2
79,285,3
79,370,2
79,175,5
79,32,1
79,1280,4
79,1161,1
79,1513,1
79,165,5
79,818,3
79,904,5
79,1287,5
79,356,5
79,960,4
79,253,4
79,1077,4
79,2298,4
79,1162,2
79,1730,3
79,1806,1
79,450,5
79,10,5
79,1542,2
79,1098,2
79,2028,4
79,341,1
79,933,3
79,2134,4
79,1172,1
79,636,4
79,1500,4
79,235,5
79,1536,1
79,2030,1
79,510,1
79,96,1
79,717,2
79,1394,4
79,1739,3
79,2025,3
79,2021,4
80,879,3
80,2223,3
80,275,4
80,41,4
80,770,3
80,1842,3
80,1636,1
80,2064,4
80,641,3
80,657,3
80,290,1
80,1347,2
80,1397,3
80,2168,2
80,553,5
80,562,2
81,290,4
81,858,2
81,159,5
81,438,5
81,1836,1
81,1757,1
81,13,1
81,613,4
81,1479,5
81,246,4
81,274,1
81,174,5
81,2133,1
81,964,3
81,632,5
81,559,5
81,929,5
81,139,2
81,1534,5
81,337,4
81,1058,4
81,502,3
81,324,3
81,1095,3
81,1205,2
81,1081,2
81,980,3
81,1646,3
81,2072,2
81,82,4
81,1361,4
81,1940,4
81,1179,3
81,1359,3
81,1081,2
81,2041,5
81,36,3
81,1654,2
81,1911,5
81,1959,5
81,664,5
81,951,3
81,752,2
82,1517,1
82,542,3
82,347,1
82,27,1
82,329,5
82,1159,4
82,2128,1
82,460,5
82,60,3
82,1944,5
82,684,5
82,1631,2
82,1687,1
82,2245,2
82,2326,4
82,1843,2
82,207,2
82,931,4
82,1754,4
82,182,4
82,1076,3
83,1532,3
83,1519,5
83,430,4
83,1542,2
83,227,2
83,2311,1
83,133,2
83,162,2
83,1330,4
83,951,3
83,1157,3
83,34,1
83,2050,2
83,2200,3
83,2186,5
83,1763,4
83,228,4
84,984,4
84,610,1
84,988,3
84,1981,3
84,1540,1
84,416,1
84,1834,2
84,136,1
84,559,4
84,2239,4
84,2200,3
84,2308,4
84,1321,1
84,1765,4
84,1003,1
84,648,3
84,805,1
84,1417,5
84,1040,1
84,150,3
84,1901,1
84,2119,5
84,2333,1
84,1531,5
84,2064,3
84,1134,1
84,1141,4
84,1714,2
84,592,2
84,2020,4
85,1626,1
85,2034,3
85,2297,4
85,2246,4
85,2137,4
85,1518,2
85,1906,1
85,2041,5
85,2035,4
85,128,4
85,1769,5
85,920,3
85,1835,3
85,1040,4
85,1638,1
85,2222,2
85,1597,3
85,1299,5
85,2120,4
85,1234,5
85,1591,1
85,39,1
85,2297,3
85,2353,4
85,1487,1
85,586,5
85,1311,5
85,1128,5
85,1869,5
85,843,3
85,1938,1
85,1382,3
85,597,1
85,2112,1
85,1302,5
85,1192,1
85,2044,4
86,1170,3
86,655,5
86,1450,3
86,71,3
86,1533,5
86,524,4
86,314,4
86,591,2
86,2095,2
86,993,3
86,1299,3
86,1179,5
86,370,2
86,899,5
86,2343,3
86,534,5
86,687,2
86,2023,5
86,15,3
87,628,4
87,749,3
